MCS Volumen AContact r h theta
105 45464.0 3426.0 33.02316868602507 22.87965625447401 69.43125959178364
106 45482.0 3441.0 33.09538213041849 22.819199288366868 69.17236987324534
107 45500.0 3453.0 33.15303963428737 22.772433161502295 68.96942987205803
108 45480.0 3450.0 33.13863466309495 22.7780078965488 69.00576626681244
109 45475.0 3450.0 33.13863466309495 22.776039328929738 69.00114311892241
110 45473.0 3444.0 33.109805919349256 22.802175575645816 69.10908319135419
111 45447.0 3441.0 33.09538213041849 22.805408599775312 69.13999979347084
112 45442.0 3450.0 33.13863466309495 22.763044043987502 68.97061747778264
113 45441.0 3444.0 33.109805919349256 22.789568549543162 69.07948232170399
114 45437.0 3450.0 33.13863466309495 22.761074646377477 68.96599043063121
115 45444.0 3462.0 33.19621704303494 22.71012354349894 68.75345300608839
116 45450.0 3459.0 33.181830816121824 22.725895993272076 68.81368785117527
117 45451.0 3453.0 33.15303963428737 22.753144857606063 68.92412051824671
118 45456.0 3459.0 33.181830816121824 22.728257409856376 68.81923879481057
119 45476.0 3465.0 33.21059703809666 22.709311312638548 68.72841770288488
120 45473.0 3471.0 33.23933836501469 22.681358625955188 68.61651265485821
121 45486.0 3477.0 33.2680548613988 22.65973724387473 68.5195900696468
122 45473.0 3477.0 33.2680548613988 22.654628918033403 68.50756981285866
123 45477.0 3474.0 33.253699713001694 22.66956060148892 68.56571664164224
124 45478.0 3477.0 33.2680548613988 22.656593745117966 68.51219339504817
125 45483.0 3474.0 33.253699713001694 22.67191878587025 68.57126438986352
126 45471.0 3480.0 33.282403818227905 22.64049440863845 68.45131930367815
127 45484.0 3480.0 33.282403818227905 22.645601742682747 68.46334007586488
128 45507.0 3492.0 33.33973788969849 22.60133701546678 68.26746461303071
129 45522.0 3489.0 33.32541361926729 22.620532515514828 68.33553662417751
130 45504.0 3498.0 33.36836798332966 22.573575196626884 68.15640651621084
131 45494.0 3504.0 33.396973533360814 22.54311255058318 68.0390663240748
132 45480.0 3507.0 33.41126712422853 22.52436980353025 67.97214571068076
133 45495.0 3513.0 33.43983597692514 22.503774790935527 67.87819495144667
134 45484.0 3519.0 33.468380443050414 22.473033008461446 67.76039798533517
135 45477.0 3519.0 33.468380443050414 22.470290828748716 67.75392654443492
136 45469.0 3507.0 33.41126712422853 22.520056562772776 67.96197432393419
137 45483.0 3510.0 33.4255546028051 22.512303800860103 67.92098757592306
138 45480.0 3519.0 33.468380443050414 22.471466074089854 67.75670013929604
139 45467.0 3516.0 33.454111254406506 22.479581813395747 67.7984708166226
140 45483.0 3513.0 33.43983597692514 22.499072258020732 67.86710271582596
141 45474.0 3525.0 33.49690058494759 22.442728923201795 67.64371127874087
142 45470.0 3528.0 33.511151553720346 22.427985592204415 67.586362357218
143 45471.0 3528.0 33.511151553720346 22.428377112320117 67.58728699155591
144 45459.0 3534.0 33.53963532558928 22.39735872392105 67.46903014702053
145 45449.0 3525.0 33.49690058494759 22.432937777818957 67.62059041140587
146 45457.0 3528.0 33.511151553720346 22.42289544586331 67.57434029303445
147 45453.0 3537.0 33.55386814410625 22.381866904086777 67.40997127814765
148 45469.0 3540.0 33.568094927931476 22.374993522669858 67.37130416819112
149 45489.0 3543.0 33.58231568473458 22.369690947422647 67.33637466577284
150 45475.0 3549.0 33.61073914787167 22.3380005148031 67.21674174995937
151 45467.0 3546.0 33.59653042216892 22.34797526890789 67.26266901191345
152 45473.0 3534.0 33.53963532558928 22.40283781209542 67.48197566360955
153 45475.0 3531.0 33.525396464694715 22.416776471127054 67.5373816164874
154 45472.0 3534.0 33.53963532558928 22.402446476072726 67.48105111341374
155 45466.0 3531.0 33.525396464694715 22.413253579824104 67.52906010139199
156 45449.0 3531.0 33.525396464694715 22.406598296120777 67.51333727372634
157 45450.0 3522.0 33.48264355064144 22.446515339594036 67.67521234917335
158 45448.0 3522.0 33.48264355064144 22.44573176700482 67.67336214047104
159 45457.0 3522.0 33.48264355064144 22.44925771007918 67.68168744883238
160 45483.0 3525.0 33.49690058494759 22.44625308771707 67.65203173167473
161 45463.0 3525.0 33.49690058494759 22.43842114529426 67.63353963702937
162 45467.0 3528.0 33.511151553720346 22.4268110064847 67.58358833436017
163 45474.0 3531.0 33.525396464694715 22.416385055653247 67.53645708350571
164 45450.0 3534.0 33.53963532558928 22.39383601632004 67.46070596582297
165 45455.0 3537.0 33.55386814410625 22.382649555907488 67.41182106761732
166 45459.0 3537.0 33.55386814410625 22.384214808985057 67.41552040754671
167 45470.0 3546.0 33.59653042216892 22.349148267821047 67.2654425932044
168 45452.0 3543.0 33.58231568473458 22.355220995282885 67.30216761628782
169 45455.0 3543.0 33.58231568473458 22.35639444896855 67.30494217421843
170 45433.0 3546.0 33.59653042216892 22.334678640916636 67.23122260289527
171 45436.0 3546.0 33.59653042216892 22.335852068020497 67.23399820948816
172 45451.0 3546.0 33.59653042216892 22.341718636721023 67.24787356112189
173 45447.0 3552.0 33.62494186946387 22.313964603528422 67.13757611630668
174 45452.0 3555.0 33.63913859455048 22.302839794062002 67.08897142419048
175 45467.0 3549.0 33.61073914787167 22.33487331118941 67.20934615870398
176 45485.0 3549.0 33.61073914787167 22.341909142117263 67.22598445500711
177 45469.0 3546.0 33.59653042216892 22.348757272380222 67.26451808595466
178 45491.0 3543.0 33.58231568473458 22.370472943132725 67.33822292077582
179 45473.0 3546.0 33.59653042216892 22.350321228962947 67.2682159958763
180 45476.0 3552.0 33.62494186946387 22.325299293381 67.16438972920209
181 45476.0 3546.0 33.59653042216892 22.351494152335256 67.27098921994282
182 45480.0 3549.0 33.61073914787167 22.339954880846147 67.22136335023674
183 45478.0 3552.0 33.62494186946387 22.3260808663522 67.16623832991233
184 45458.0 3549.0 33.61073914787167 22.331354886459188 67.2010246017769
185 45460.0 3552.0 33.62494186946387 22.319046106813346 67.14959807183334
186 45469.0 3558.0 33.65332933072042 22.296412637902893 67.0515068238538
187 45466.0 3555.0 33.63913859455048 22.308310612837165 67.1019161839201
188 45465.0 3555.0 33.63913859455048 22.30791986724672 67.10099168684236
189 45464.0 3558.0 33.65332933072042 22.2944593767824 67.04688459815851
190 45460.0 3558.0 33.65332933072042 22.292896692719747 67.043186461845
191 45463.0 3555.0 33.63913859455048 22.307138363522256 67.09914263333063
192 45432.0 3552.0 33.62494186946387 22.308100451105393 67.123700467816
193 45438.0 3552.0 33.62494186946387 22.310446225152692 67.12925126234167
194 45449.0 3549.0 33.61073914787167 22.327836122158356 67.19270143851018
195 45443.0 3549.0 33.61073914787167 22.325490090618665 67.18715177040689
196 45435.0 3543.0 33.58231568473458 22.348570709797904 67.28644174187188
197 45442.0 3543.0 33.58231568473458 22.351309209777487 67.29291779777677
198 45436.0 3549.0 33.61073914787167 22.32275286303302 67.18067625494186
199 45434.0 3543.0 33.58231568473458 22.348179478698437 67.28551651149029
200 45439.0 3543.0 33.58231568473458 22.350135592153475 67.29014246454807
201 45428.0 3549.0 33.61073914787167 22.319624351319003 67.17327447528311
202 45440.0 3543.0 33.58231568473458 22.35052680223211 67.29106759550712
203 45443.0 3540.0 33.568094927931476 22.36482156392453 67.347258600494
204 45444.0 3552.0 33.62494186946387 22.312791848427004 67.13480134334341
205 45434.0 3561.0 33.6675140855466 22.26968120094299 66.96600601167896
206 45445.0 3564.0 33.681692866586 22.26093187030526 66.92309189772789
207 45453.0 3561.0 33.6675140855466 22.277103718551963 66.98357846625198
208 45457.0 3558.0 33.65332933072042 22.291724635823222 67.0404126520638
209 45439.0 3555.0 33.63913859455048 22.297759014125013 67.07694781672895
210 45451.0 3552.0 33.62494186946387 22.31552821837104 67.1412755361751
211 45453.0 3555.0 33.63913859455048 22.30323059401245 67.0898961785157
212 45445.0 3555.0 33.63913859455048 22.300104077310372 67.08249758971617
213 45441.0 3552.0 33.62494186946387 22.311619055635646 67.13202639202628
214 45456.0 3555.0 33.63913859455048 22.304402968772624 67.09267032274578
215 45464.0 3552.0 33.62494186946387 22.320609503928466 67.15329646151284
216 45453.0 3543.0 33.58231568473458 22.355612150714595 67.3030924888076
217 45462.0 3555.0 33.63913859455048 22.306747605388107 67.09821807689558
218 45467.0 3567.0 33.695865681379686 22.256485147385746 66.8903901627065
219 45471.0 3570.0 33.710032537452896 22.245018808851764 66.84109125937499
220 45459.0 3570.0 33.710032537452896 22.240335206785602 66.82999924537167
221 45469.0 3567.0 33.695865681379686 22.257265902389193 66.89223878710195
222 45491.0 3573.0 33.724193442315034 22.23980447528502 66.80662147778408
223 45488.0 3570.0 33.710032537452896 22.2516528877736 66.85680009604262
224 45480.0 3573.0 33.724193442315034 22.235513098514282 66.796458647238
225 45479.0 3576.0 33.73834840345975 22.22211563495006 66.74263153772895
226 45473.0 3570.0 33.710032537452896 22.245799351033423 66.84293965289392
227 45459.0 3573.0 33.724193442315034 22.227319076190337 66.77705027694304
228 45462.0 3573.0 33.724193442315034 22.22848976283689 66.7798234319883
229 45459.0 3570.0 33.710032537452896 22.240335206785602 66.82999924537167
230 45460.0 3576.0 33.73834840345975 22.214703707432914 66.7250723245458
231 45481.0 3588.0 33.79490896018868 22.170971839185302 66.53333275775172
232 45480.0 3588.0 33.79490896018868 22.17058214495968 66.53240897100532
233 45498.0 3591.0 33.80903431460284 22.16463998212394 66.49636314771843
234 45487.0 3588.0 33.79490896018868 22.173309917980735 66.53887506785934
235 45491.0 3591.0 33.80903431460284 22.161913161446062 66.48989886430692
236 45510.0 3597.0 33.83726733356426 22.14343157471179 66.40223903627962
237 45511.0 3600.0 33.851375012865375 22.130895400661213 66.350630034725
238 45520.0 3594.0 33.82315376993316 22.16026123646973 66.46404778668054
239 45502.0 3591.0 33.80903431460284 22.166198074822955 66.50005659466517
240 45508.0 3591.0 33.80903431460284 22.168535090410245 66.50559617977396
241 45527.0 3588.0 33.79490896018868 22.18889331871388 66.57580583072532
242 45503.0 3582.0 33.76664052449308 22.205488804104235 66.65913317243908
243 45499.0 3591.0 33.80903431460284 22.165029511472017 66.49728653872283
244 45501.0 3591.0 33.80903431460284 22.165808557821467 66.49913326219573
245 45521.0 3588.0 33.79490896018868 22.186556228857263 66.57026820809568
246 45521.0 3594.0 33.82315376993316 22.16065058456304 66.46497070381639
247 45508.0 3585.0 33.78077769929061 22.194459548467897 66.61098557891725
248 45503.0 3585.0 33.78077769929061 22.192511139967333 66.60636887337394
249 45491.0 3591.0 33.80903431460284 22.161913161446062 66.48989886430692
250 45497.0 3597.0 33.83726733356426 22.138370323813906 66.39023740804896
251 45488.0 3594.0 33.82315376993316 22.147799927567714 66.4345041499476
252 45489.0 3597.0 33.83726733356426 22.13525536305275 66.38285015524643
253 45491.0 3600.0 33.851375012865375 22.123110478079465 66.33216596544028
254 45499.0 3588.0 33.79490896018868 22.177985630454582 66.5499575779266
255 45502.0 3597.0 33.83726733356426 22.140317040870585 66.39485380825347
256 45503.0 3591.0 33.80903431460284 22.16658758770903 66.50097990762391
257 45483.0 3603.0 33.86547681519039 22.10708370244719 66.27229392490136
258 45489.0 3591.0 33.80903431460284 22.161134032780208 66.48805175055257
259 45490.0 3594.0 33.82315376993316 22.14857888268272 66.43635121195965
260 45499.0 3591.0 33.80903431460284 22.165029511472017 66.49728653872283
261 45499.0 3594.0 33.82315376993316 22.15208397722095 66.44466202606566
262 45503.0 3591.0 33.80903431460284 22.16658758770903 66.50097990762391
263 45511.0 3597.0 33.83726733356426 22.143820872971563 66.40316210218997
264 45521.0 3603.0 33.86547681519039 22.121871431459752 66.30737307606753
265 45503.0 3603.0 33.86547681519039 22.114867454688476 66.29076013248697
266 45494.0 3609.0 33.89366281825115 22.085569958866838 66.17762117857266
267 45512.0 3615.0 33.92182540127231 22.066815218226367 66.08958925620334
268 45508.0 3618.0 33.935897928490924 22.052398354893402 66.0336448748574
269 45525.0 3615.0 33.92182540127231 22.071868539423704 66.10158320457576
270 45514.0 3621.0 33.94996462253688 22.04187841916593 65.98697387399626
271 45511.0 3627.0 33.97808054008656 22.0150411599838 65.87993102402805
272 45485.0 3618.0 33.935897928490924 22.043457919326194 66.01241627400691
273 45480.0 3630.0 33.992129778040685 21.990182335095476 65.79925705344102
274 45470.0 3624.0 33.96402549065787 22.011940956341256 65.89420288737112
275 45484.0 3618.0 33.935897928490924 22.04306915591423 66.01149305950011
276 45479.0 3615.0 33.92182540127231 22.053984465286543 66.05912840261456
277 45457.0 3618.0 33.935897928490924 22.03257100553558 65.9865589611813
278 45461.0 3627.0 33.97808054008656 21.995617150553972 65.83378023690426
279 45463.0 3630.0 33.992129778040685 21.98357874936643 65.7835620432637
280 45462.0 3630.0 33.992129778040685 21.983190266707993 65.78263863415272
281 45457.0 3633.0 34.006173211723066 21.9684433209854 65.72600289630506
282 45472.0 3633.0 34.006173211723066 21.97426904560573 65.73985254996937
283 45468.0 3630.0 33.992129778040685 21.985521101923503 65.78817880009386
284 45462.0 3636.0 34.02021084832166 21.957590915798217 65.67864759187768
285 45454.0 3630.0 33.992129778040685 21.980082259667014 65.77525066824785
286 45458.0 3633.0 34.006173211723066 21.968831730933736 65.72692634114229
287 45452.0 3624.0 33.96402549065787 22.00494482112213 65.87757888665094
288 45437.0 3624.0 33.96402549065787 21.9991137035485 65.86372077673624
289 45434.0 3627.0 33.97808054008656 21.985123971296712 65.80883878280846
290 45440.0 3618.0 33.935897928490924 22.025959536709042 65.97085248214846
291 45464.0 3615.0 33.92182540127231 22.048150838152537 66.04527559523635
292 45477.0 3615.0 33.92182540127231 22.05320670130828 66.05728161321007
293 45477.0 3609.0 33.89366281825115 22.078956360952887 66.16192414219189
294 45482.0 3609.0 33.89366281825115 22.080901659352882 66.16654149930397
295 45459.0 3615.0 33.92182540127231 22.04620609201559 66.04065702502339
296 45458.0 3609.0 33.89366281825115 22.071563295551343 66.14437376290695
297 45451.0 3615.0 33.92182540127231 22.043094286259887 66.03326630599096
298 45459.0 3624.0 33.96402549065787 22.007665696674717 65.88404451861891
299 45457.0 3627.0 33.97808054008656 21.994062792010027 65.83008609337827
300 45459.0 3624.0 33.96402549065787 22.007665696674717 65.88404451861891
301 45448.0 3621.0 33.94996462253688 22.016225182329027 65.92604091702115
302 45447.0 3621.0 33.94996462253688 22.015836360761412 65.92511704348973
303 45453.0 3621.0 33.94996462253688 22.018169229182487 65.93065999487438
304 45434.0 3621.0 33.94996462253688 22.010781310376967 65.91310492916898
305 45448.0 3615.0 33.92182540127231 22.041927291847443 66.03049446688144
306 45445.0 3615.0 33.92182540127231 22.040760260748606 66.02772245349449
307 45449.0 3618.0 33.935897928490924 22.02945987264207 65.97916837325013
308 45433.0 3615.0 33.92182540127231 22.036091769459 66.01663265691909
309 45435.0 3624.0 33.96402549065787 21.998336152171518 65.8618727006081
310 45414.0 3609.0 33.89366281825115 22.054436848308253 66.10370388176466
311 45416.0 3609.0 33.89366281825115 22.055215494873995 66.10555332820638
312 45439.0 3612.0 33.90774703361832 22.051292141809682 66.07447389298355
313 45435.0 3606.0 33.87957274787787 22.075498631966504 66.17550798428915
314 45441.0 3606.0 33.87957274787787 22.077834558919452 66.18105395657831
315 45459.0 3609.0 33.89366281825115 22.071952441029612 66.14529764167534
316 45440.0 3606.0 33.87957274787787 22.07744524799222 66.18012967644694
317 45442.0 3606.0 33.87957274787787 22.078223865754175 66.18197821727738
318 45465.0 3618.0 33.935897928490924 22.035681877918 65.99394831146077
319 45432.0 3612.0 33.90774703361832 22.048568109896852 66.06800398979713
320 45424.0 3621.0 33.94996462253688 22.00689234244067 65.90386261863087
321 45404.0 3618.0 33.935897928490924 22.011954894704946 65.93757324384757
322 45423.0 3624.0 33.96402549065787 21.993670502756274 65.85078262206622
323 45426.0 3624.0 33.96402549065787 21.994836969941055 65.85355540236684
324 45426.0 3618.0 33.935897928490924 22.020513914185717 65.95791353667062
325 45453.0 3630.0 33.992129778040685 21.97969374056438 65.77432708587567
326 45463.0 3633.0 34.006173211723066 21.97077372001515 65.73154327689436
327 45468.0 3627.0 33.97808054008656 21.998337121911494 65.8402442461391
328 45468.0 3630.0 33.992129778040685 21.985521101923503 65.78817880009386
329 45473.0 3624.0 33.96402549065787 22.01310685100354 65.89697294648157
330 45482.0 3624.0 33.96402549065787 22.0166043158074 65.9052820823335
331 45461.0 3621.0 33.94996462253688 22.021279492748217 65.93804951489955
332 45460.0 3621.0 33.94996462253688 22.020890724030558 65.93712589250315
333 45472.0 3615.0 33.92182540127231 22.05126222005553 66.05266430105638
334 45453.0 3615.0 33.92182540127231 22.04387226215427 66.03511410191615
335 45464.0 3615.0 33.92182540127231 22.048150838152537 66.04527559523635
336 45440.0 3612.0 33.90774703361832 22.051681272897145 66.07539808730351
337 45435.0 3615.0 33.92182540127231 22.036869892109067 66.01848115003844
338 45428.0 3615.0 33.92182540127231 22.034146391483457 66.01201108511646
339 45413.0 3609.0 33.89366281825115 22.054047518892283 66.10277912940883
340 45426.0 3612.0 33.90774703361832 22.04623306618544 66.06245760216125
341 45428.0 3627.0 33.97808054008656 21.982791752183505 65.80329432865484
342 45450.0 3627.0 33.97808054008656 21.991342508450963 65.82362060016497
343 45459.0 3624.0 33.96402549065787 22.007665696674717 65.88404451861891
344 45450.0 3627.0 33.97808054008656 21.991342508450963 65.82362060016497
345 45453.0 3624.0 33.96402549065787 22.005333529809864 65.87850260624901
346 45461.0 3624.0 33.96402549065787 22.00844305315042 65.88589166838445
347 45450.0 3624.0 33.96402549065787 22.004167391565943 65.87573138956226
348 45461.0 3618.0 33.935897928490924 22.034126474288882 65.9902537910125
349 45449.0 3624.0 33.96402549065787 22.00377867069738 65.87480761207071
350 45459.0 3633.0 34.006173211723066 21.969220136837986 65.72784976675
351 45443.0 3627.0 33.97808054008656 21.98862202619381 65.81715416239715
352 45436.0 3630.0 33.992129778040685 21.973088296181146 65.75862323937731
353 45437.0 3633.0 34.006173211723066 21.960674272674737 65.70752996064174
354 45425.0 3639.0 34.0342426950096 21.93044065501197 65.59254881038055
355 45442.0 3645.0 34.06228904727216 21.911509577159215 65.50454270820995
356 45425.0 3657.0 34.11831258685169 21.853978667799623 65.28198035035545
357 45462.0 3660.0 34.13230410377644 21.855613784980658 65.26453638963747
358 45458.0 3654.0 34.104315329816714 21.87949412674732 65.3640947186837
359 45445.0 3654.0 34.104315329816714 21.87445299542638 65.3520943521696
360 45450.0 3654.0 34.104315329816714 21.876391972242057 65.35671025936456
361 45432.0 3654.0 34.104315329816714 21.869411186752103 65.34009076057211
362 45436.0 3660.0 34.13230410377644 21.845536160103872 65.24053805290093
363 45428.0 3654.0 34.104315329816714 21.86785972471581 65.33639669878633
364 45454.0 3654.0 34.104315329816714 21.87794308155492 65.36040264165835
365 45464.0 3660.0 34.13230410377644 21.856388874977114 65.26638188254033
366 45451.0 3660.0 34.13230410377644 21.85135050423061 65.25438481777837
367 45444.0 3654.0 34.104315329816714 21.874065188039438 65.35117111348242
368 45465.0 3654.0 34.104315329816714 21.882208301554403 65.37055511901258
369 45472.0 3654.0 34.104315329816714 21.884922280021257 65.37701458469967
370 45494.0 3654.0 34.104315329816714 21.89345064862018 65.39730967958894
371 45490.0 3648.0 34.07630356711932 21.917378700848012 65.49705926305757
372 45498.0 3654.0 34.104315329816714 21.895001052795326 65.40099870551553
373 45490.0 3663.0 34.14628988764702 21.853761006497624 65.23880868158383
374 45493.0 3666.0 34.160269945505064 21.842230617727328 65.19006337004849
375 45506.0 3678.0 34.21613305714107 21.796594403641794 64.99645899658019
376 45511.0 3678.0 34.21613305714107 21.798528386559255 65.00106621386008
377 45500.0 3678.0 34.21613305714107 21.79427349336257 64.99092971273495
378 45480.0 3672.0 34.18821291127805 21.811845243830472 65.07519229806462
379 45492.0 3675.0 34.20217583320439 21.80382921349101 65.03488334468983
380 45510.0 3672.0 34.18821291127805 21.823456433388145 65.10284777063924
381 45500.0 3660.0 34.13230410377644 21.870337761707425 65.29958774089484
382 45491.0 3654.0 34.104315329816714 21.89228780343231 65.39454271000234
383 45487.0 3660.0 34.13230410377644 21.865301261044994 65.2875995803431
384 45484.0 3660.0 34.13230410377644 21.864138895778403 65.2848326252874
385 45509.0 3666.0 34.160269945505064 21.84842589392732 65.20481347679865
386 45500.0 3660.0 34.13230410377644 21.870337761707425 65.29958774089484
387 45509.0 3657.0 34.11831258685169 21.8865390166842 65.35949055606699
