MCS Area Volume r h theta_rad theta_deg
305 3678 15445 34.2161 8.23933 0.472607 27.0784
306 3702 15446 34.3276 8.18932 0.468373 26.8358
307 3699 15439 34.3137 8.19202 0.468705 26.8548
308 3693 15446 34.2858 8.2082 0.469965 26.927
309 3678 15439 34.2161 8.23625 0.472437 27.0686
310 3672 15451 34.1882 8.25514 0.473853 27.1498
311 3687 15448 34.258 8.22186 0.471087 26.9913
312 3681 15440 34.2301 8.23042 0.471929 27.0396
313 3663 15428 34.1463 8.26244 0.474817 27.205
314 3672 15408 34.1882 8.23301 0.472629 27.0797
315 3687 15412 34.258 8.20339 0.470067 26.9329
316 3717 15416 34.3971 8.14275 0.464898 26.6367
317 3711 15425 34.3693 8.15981 0.4662 26.7113
318 3714 15427 34.3832 8.15459 0.465731 26.6844
319 3741 15411 34.5079 8.09072 0.4606 26.3904
320 3741 15410 34.5079 8.09021 0.460572 26.3888
321 3744 15405 34.5218 8.08154 0.459917 26.3513
322 3756 15390 34.577 8.04947 0.457449 26.2099
323 3762 15394 34.6046 8.03931 0.456539 26.1578
324 3753 15400 34.5632 8.06063 0.458238 26.2551
325 3762 15412 34.6046 8.04839 0.457037 26.1863
326 3753 15400 34.5632 8.06063 0.458238 26.2551
327 3747 15410 34.5356 8.07793 0.459542 26.3298
328 3744 15408 34.5218 8.08306 0.460001 26.3561
329 3738 15410 34.4941 8.09637 0.461089 26.4184
330 3756 15409 34.577 8.05907 0.457975 26.2401
331 3750 15401 34.5494 8.06725 0.458778 26.286
332 3750 15390 34.5494 8.06169 0.458473 26.2685
333 3747 15380 34.5356 8.06275 0.458708 26.282
334 3732 15368 34.4664 8.08737 0.460951 26.4106
335 3732 15358 34.4664 8.08229 0.460672 26.3946
336 3720 15365 34.4109 8.11056 0.462945 26.5248
337 3723 15387 34.4248 8.11557 0.463041 26.5303
338 3738 15397 34.4941 8.08978 0.460726 26.3977
339 3741 15418 34.5079 8.09427 0.460795 26.4016
340 3741 15440 34.5079 8.10542 0.461407 26.4367
341 3762 15450 34.6046 8.06755 0.458088 26.2465
342 3756 15428 34.577 8.06867 0.458502 26.2702
343 3756 15440 34.577 8.07473 0.458834 26.2893
344 3750 15442 34.5494 8.08799 0.459916 26.3512
345 3759 15438 34.5908 8.0676 0.458267 26.2568
346 3765 15435 34.6184 8.0539 0.457163 26.1935
347 3765 15455 34.6184 8.06398 0.457715 26.2252
348 3780 15474 34.6873 8.04315 0.455698 26.1096
349 3798 15470 34.7698 8.00496 0.452568 25.9303
350 3795 15470 34.7561 8.01097 0.453069 25.959
351 3798 15461 34.7698 8.00046 0.452322 25.9162
352 3801 15462 34.7836 7.99496 0.45185 25.8891
353 3813 15443 34.8384 7.96158 0.449341 25.7454
354 3825 15447 34.8932 7.93983 0.447474 25.6384
355 3822 15453 34.8795 7.94874 0.448129 25.6759
356 3825 15445 34.8932 7.93883 0.44742 25.6353
357 3825 15452 34.8932 7.94231 0.447609 25.6461
358 3843 15434 34.9752 7.89802 0.444185 25.4499
359 3846 15440 34.9889 7.89512 0.44386 25.4313
360 3855 15463 35.0298 7.88894 0.443022 25.3833
361 3861 15442 35.057 7.86691 0.441493 25.2957
362 3858 15452 35.0434 7.87767 0.442244 25.3387
363 3864 15454 35.0706 7.86701 0.441332 25.2865
364 3915 15460 35.3013 7.77224 0.433422 24.8333
365 3906 15469 35.2607 7.79371 0.435067 24.9275
366 3897 15485 35.2201 7.8187 0.436906 25.0329
367 3918 15477 35.3148 7.77485 0.433402 24.8321
368 3906 15476 35.2607 7.79713 0.435252 24.9381
369 3900 15492 35.2336 7.81639 0.436618 25.0164
370 3897 15481 35.2201 7.81674 0.4368 25.0268
371 3891 15470 35.193 7.82284 0.437456 25.0644
372 3909 15484 35.2743 7.79533 0.434993 24.9232
373 3927 15484 35.3554 7.76125 0.432187 24.7625
374 3945 15477 35.4363 7.72406 0.429227 24.5929
375 3939 15466 35.4094 7.72996 0.429862 24.6293
376 3918 15437 35.3148 7.75537 0.43235 24.7718
377 3906 15431 35.2607 7.77516 0.434064 24.87
378 3915 15433 35.3013 7.75909 0.432711 24.7925
379 3894 15405 35.2065 7.78527 0.435259 24.9385
380 3891 15410 35.193 7.79345 0.435864 24.9732
381 3900 15396 35.2336 7.76945 0.434078 24.8708
382 3903 15426 35.2472 7.77842 0.434401 24.8894
383 3900 15415 35.2336 7.77874 0.434581 24.8997
384 3891 15422 35.193 7.79933 0.436183 24.9914
385 3879 15424 35.1386 7.8233 0.438136 25.1033
386 3909 15445 35.2743 7.7763 0.433964 24.8643
387 3933 15445 35.3824 7.73102 0.430237 24.6508
388 3927 15466 35.3554 7.7525 0.431715 24.7354
389 3927 15480 35.3554 7.7593 0.432082 24.7565
390 3948 15479 35.4498 7.71943 0.428819 24.5695
391 3942 15494 35.4228 7.73791 0.430131 24.6447
392 3954 15486 35.4767 7.71162 0.428083 24.5274
393 3942 15505 35.4228 7.74323 0.430418 24.6612
394 3930 15474 35.3689 7.75074 0.43146 24.7208
395 3948 15471 35.4498 7.71556 0.428611 24.5576
396 3969 15468 35.5439 7.67512 0.425336 24.37
397 3987 15458 35.6245 7.6372 0.422369 24.1999
398 3987 15444 35.6245 7.63049 0.422008 24.1793
399 3990 15454 35.6379 7.62979 0.421817 24.1683
400 3987 15449 35.6245 7.63288 0.422137 24.1867
401 3990 15462 35.6379 7.63363 0.422023 24.1801
402 3990 15487 35.6379 7.64561 0.422666 24.217
403 4002 15451 35.6914 7.60648 0.419953 24.0615
404 4014 15470 35.7449 7.59378 0.418663 23.9876
405 4011 15463 35.7315 7.59587 0.418928 24.0028
406 4008 15450 35.7181 7.59511 0.419039 24.0092
407 3990 15425 35.6379 7.61589 0.421071 24.1256
408 3987 15439 35.6245 7.62809 0.42188 24.1719
409 3996 15427 35.6646 7.60591 0.420229 24.0773
410 4023 15425 35.7849 7.55611 0.416193 23.8461
411 4026 15370 35.7983 7.52456 0.414355 23.7408
412 4023 15367 35.7849 7.5285 0.414716 23.7615
413 4029 15385 35.8116 7.52632 0.414299 23.7376
414 4023 15400 35.7849 7.54421 0.415557 23.8096
415 4038 15386 35.8516 7.51073 0.413017 23.6641
416 4032 15379 35.8249 7.51811 0.41371 23.7038
417 4041 15389 35.8649 7.50681 0.412659 23.6436
418 4053 15409 35.9181 7.49497 0.411433 23.5734
419 4044 15410 35.8782 7.51142 0.412756 23.6492
420 4041 15421 35.8649 7.52198 0.413469 23.69
421 4035 15407 35.8383 7.52605 0.413985 23.7196
422 4008 15412 35.7181 7.57696 0.418067 23.9535
423 4002 15403 35.6914 7.58353 0.418723 23.9911
424 4005 15423 35.7048 7.58765 0.418791 23.995
425 4014 15439 35.7449 7.579 0.417872 23.9423
426 4017 15434 35.7582 7.5712 0.417303 23.9097
427 4005 15425 35.7048 7.58861 0.418843 23.9979
428 4026 15423 35.7983 7.54977 0.415703 23.8181
429 4020 15431 35.7716 7.56436 0.416786 23.8801
430 4005 15421 35.7048 7.5867 0.41874 23.992
431 4011 15429 35.7315 7.57965 0.418059 23.953
432 4008 15429 35.7181 7.58508 0.418502 23.9784
433 4014 15437 35.7449 7.57805 0.417821 23.9394
434 4032 15471 35.8249 7.56181 0.416046 23.8377
435 4047 15451 35.8915 7.5255 0.413359 23.6837
436 4032 15465 35.8249 7.55896 0.415894 23.829
437 4044 15456 35.8782 7.53321 0.41392 23.7159
438 4032 15450 35.8249 7.55183 0.415513 23.8072
439 4035 15426 35.8383 7.53507 0.414467 23.7472
440 4038 15409 35.8516 7.52164 0.4136 23.6975
441 4041 15406 35.8649 7.51487 0.413089 23.6683
442 4044 15412 35.8782 7.51237 0.412807 23.6521
443 4059 15446 35.9447 7.50182 0.411502 23.5774
444 4056 15450 35.9314 7.50903 0.412035 23.6078
445 4035 15465 35.8383 7.55358 0.415456 23.8039
446 4023 15476 35.7849 7.58038 0.417492 23.9205
447 4056 15492 35.9314 7.52887 0.413093 23.6685
448 4059 15479 35.9447 7.5174 0.412333 23.6249
449 4056 15473 35.9314 7.51989 0.412614 23.6411
450 4059 15471 35.9447 7.51362 0.412132 23.6134
451 4065 15484 35.9712 7.50913 0.411596 23.5827
452 4047 15461 35.8915 7.53023 0.413612 23.6982
453 4065 15472 35.9712 7.50347 0.411295 23.5655
454 4068 15461 35.9845 7.49298 0.410589 23.525
455 4071 15460 35.9978 7.48722 0.410135 23.499
456 4050 15452 35.9048 7.52063 0.41295 23.6603
457 4050 15436 35.9048 7.51306 0.412547 23.6372
458 4065 15441 35.9712 7.48885 0.410516 23.5208
459 4053 15434 35.9181 7.50679 0.412063 23.6095
460 4053 15413 35.9181 7.49686 0.411534 23.5791
461 4062 15383 35.958 7.46678 0.409487 23.4619
462 4059 15379 35.9447 7.47018 0.409815 23.4807
463 4077 15391 36.0243 7.4442 0.407551 23.351
464 4050 15393 35.9048 7.49272 0.411461 23.575
465 4071 15415 35.9978 7.46603 0.409006 23.4343
466 4080 15409 36.0375 7.44741 0.407577 23.3524
467 4074 15398 36.011 7.45275 0.408153 23.3854
468 4080 15385 36.0375 7.43613 0.406976 23.318
469 4092 15392 36.0905 7.41849 0.405457 23.231
470 4107 15415 36.1566 7.40324 0.403927 23.1433
471 4113 15415 36.183 7.39287 0.40309 23.0953
472 4104 15403 36.1434 7.40282 0.404048 23.1502
473 4101 15396 36.1302 7.40474 0.404294 23.1643
474 4092 15397 36.0905 7.42083 0.405582 23.2381
475 4098 15383 36.1169 7.40385 0.404391 23.1699
476 4071 15370 35.9978 7.44483 0.407877 23.3696
477 4041 15366 35.8649 7.4959 0.412076 23.6102
478 4050 15367 35.9048 7.48041 0.410804 23.5373
479 4068 15375 35.9845 7.45245 0.408429 23.4013
480 4068 15392 35.9845 7.46046 0.408856 23.4257
481 4065 15415 35.9712 7.47659 0.409863 23.4834
482 4068 15420 35.9845 7.47366 0.40956 23.466
483 4095 15435 36.1037 7.43342 0.406107 23.2682
484 4095 15447 36.1037 7.43905 0.406405 23.2853
485 4083 15447 36.0508 7.46002 0.408101 23.3825
486 4092 15455 36.0905 7.44803 0.407028 23.321
487 4095 15463 36.1037 7.44654 0.406804 23.3081
488 4104 15464 36.1434 7.43134 0.405563 23.237
489 4119 15484 36.2094 7.41469 0.403961 23.1453
490 4134 15468 36.2752 7.38143 0.401487 23.0035
491 4143 15471 36.3147 7.36742 0.400321 22.9367
492 4122 15483 36.2226 7.40905 0.403519 23.1199
493 4128 15490 36.2489 7.40197 0.402858 23.0821
494 4125 15495 36.2357 7.40946 0.403398 23.113
495 4131 15490 36.2621 7.3968 0.402443 23.0583
496 4137 15507 36.2884 7.3944 0.402031 23.0347
497 4143 15477 36.3147 7.3702 0.400468 22.9451
498 4140 15479 36.3016 7.37626 0.40093 22.9716
499 4146 15488 36.3279 7.37018 0.400326 22.937
500 4131 15474 36.2621 7.38937 0.402049 23.0357
501 4125 15443 36.2357 7.38526 0.402115 23.0395
