MCS Volumen AContact r h theta
340 45850.0 9645.0 55.40847274779067 9.416851049936065 19.290885977895503
341 45872.0 9654.0 55.434318262411374 9.412748175604017 19.273817197765027
342 45861.0 9657.0 55.442930756561445 9.407691581930202 19.26072082399733
343 45855.0 9657.0 55.442930756561445 9.406483732101588 19.258294251236848
344 45862.0 9666.0 55.46876021557108 9.399377936782466 19.235224635871102
345 45844.0 9702.0 55.57195799821289 9.361859315980691 19.124948476173913
346 45854.0 9714.0 55.6063146988662 9.352614981887992 19.09482421397855
347 45862.0 9729.0 55.64923074654401 9.340190326822908 19.055486615510638
348 45853.0 9765.0 55.752094477111044 9.30489987123498 18.95040945874015
349 45851.0 9756.0 55.72639634508104 9.31285182856025 18.97489774360337
350 45846.0 9774.0 55.77778076941006 9.29516994502954 18.922391942727685
351 45864.0 9780.0 55.794898394723084 9.293202948849391 18.912760801583072
352 45854.0 9786.0 55.812010770035656 9.285670039577797 18.89201726151544
353 45868.0 9795.0 55.83766949981195 9.280149218616703 18.872467025252245
354 45888.0 9810.0 55.88040786772218 9.270307991128158 18.838652420819372
355 45896.0 9825.0 55.9231135735104 9.2581178832102 18.80021233925554
356 45875.0 9825.0 55.9231135735104 9.253957058842497 18.79191376810384
357 45857.0 9852.0 55.99990177386658 9.225710927773566 18.71033679858411
358 45832.0 9843.0 55.9743174117117 9.228977970895839 18.725248898520757
359 45829.0 9852.0 55.99990177386658 9.220176911151084 18.69931169552963
360 45824.0 9873.0 56.059553211674505 9.200094668314911 18.6397937754938
361 45814.0 9876.0 56.06806966492709 9.195401181468423 18.62767101619661
362 45821.0 9882.0 56.08509869179352 9.191343795895447 18.61404116973386
363 45842.0 9912.0 56.170166386203036 9.168375706203095 18.54070529459709
364 45839.0 9924.0 56.2041574128457 9.156987471298574 18.507069057163438
365 45821.0 9936.0 56.23812789489124 9.142683748431622 18.467689275223137
366 45811.0 9957.0 56.29752691488325 9.121938447372797 18.407395643400847
367 45843.0 9978.0 56.35686332951705 9.10948019649656 18.36366046104426
368 45823.0 9981.0 56.365334861068774 9.102906122584816 18.34792223763134
369 45822.0 9996.0 56.40767343449978 9.089397496890866 18.307637442237574
370 45822.0 10005.0 56.43306133171251 9.081427698379413 18.28376620182055
371 45819.0 9990.0 56.390741819700054 9.094132899643808 18.32242030678854
372 45840.0 10011.0 56.44998025319344 9.07962745606292 18.27481651534065
373 45856.0 10032.0 56.509156587192024 9.064208246881252 18.225519394369616
374 45862.0 10080.0 56.64418463295778 9.023279149558492 18.10205829303781
375 45865.0 10095.0 56.68631493601755 9.010782166387079 18.06418773316296
376 45872.0 10119.0 56.753658369252086 8.99128457782403 18.004703913566733
377 45882.0 10140.0 56.812518390788114 8.975042052607286 17.954393085276063
378 45889.0 10152.0 56.84612532563537 8.966036550099505 17.92623892341366
379 45876.0 10164.0 56.87971240409051 8.95321109027088 17.890612343630444
380 45879.0 10179.0 56.92166838265376 8.94091078247082 17.853473226847647
381 45885.0 10194.0 56.963593458959046 8.929219458439617 17.817590247993632
382 45879.0 10194.0 56.963593458959046 8.928070522877253 17.8153343992462
383 45889.0 10209.0 57.0054877011882 8.917178484061209 17.781079925692467
384 45895.0 10227.0 57.05572018651265 8.903002901981614 17.73788235983985
385 45887.0 10242.0 57.0975468325425 8.888747775526948 17.697163638843783
